"Site Number","Name","Alias","Address","Town","County","Acres","IC_Controls","Status","Substatus","Status Date","Program","Latitude","Longitude"
"REM02064","ALAN DAY COMMUNITY GARDEN","","26 WHITMAN STREET","NORWAY","OXFORD",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",11/14/2013,"BROWNFIELDS-128A",44.2166,-70.54372
"REM02065","SHOREY OIL","","25 PROGRESS PARK SOUTH","NEWPORT","PENOBSCOT",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",11/10/2011,"VRAP",44.83459,-69.28422
"REM02066","WASHINGTON STREET SCHOOL","","100 WASHINGTON STREET","BREWER","PENOBSCOT",8,"UNKNOWN","INVESTIGATION STAGE","ONGOING",10/04/2011,"BROWNFIELDS-128A",44.79738,-68.7536
"REM02067","CAPRI STREET SCHOOL","","49 CAPRI STREET","BREWER","PENOBSCOT",7,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/17/2014,"VRAP",44.79414,-68.74792
"REM02067","CAPRI STREET SCHOOL","","49 CAPRI STREET","BREWER","PENOBSCOT",7,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/17/2014,"BROWNFIELDS-128A",44.79414,-68.74792
"REM02068","FORMER MIDDLE SCHOOL","","5 SOMERSET STREET","BREWER","PENOBSCOT",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/11/2016,"BROWNFIELDS-128A",44.79186,-68.75935
"REM02069","STATE STREET SCHOOL","","131 STATE STREET","BREWER","PENOBSCOT",4,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/09/2015,"VRAP",44.79159,-68.75812
"REM02069","STATE STREET SCHOOL","","131 STATE STREET","BREWER","PENOBSCOT",4,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/09/2015,"BROWNFIELDS-128A",44.79159,-68.75812
"REM02072","COUSENS SCHOOL","","382 GOODWINS MILLS ROAD","LYMAN","YORK",6,"FALSE","REMEDY IN PLACE: CLOSED","NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE",04/25/2016,"BROWNFIELDS-104K",43.50251,-70.5872
"REM02072","COUSENS SCHOOL","","382 GOODWINS MILLS ROAD","LYMAN","YORK",6,"FALSE","REMEDY IN PLACE: CLOSED","NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE",04/25/2016,"BROWNFIELDS-128A",43.50251,-70.5872
"REM02072","COUSENS SCHOOL","","382 GOODWINS MILLS ROAD","LYMAN","YORK",6,"FALSE","REMEDY IN PLACE: CLOSED","NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE",04/25/2016,"VRAP",43.50251,-70.5872
"REM02073","THOMPSON MACHINE","633 MAIN ST, LLC","633 MAIN STREET","GORHAM","CUMBERLAND",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/15/2012,"VRAP",43.68745,-70.39316
"REM02074","AMERICAN WOOLEN MILL","SEBASTICOOK MILL","OAK GROVE ROAD/ROUTE 32 INTERSECTION","VASSALBORO","KENNEBEC",0,"FALSE","COMPLAINT INVESTIGATED","REVEIWING PRELIMINARY SITE INFORMATION",10/31/2011,"UNCONTROLLED SITES",44.48646,-69.62366
"REM02075","PLAN-IT RECYCLING","","18 GORHAM INDUSTRIAL PARKWAY","GORHAM","CUMBERLAND",8,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/09/2012,"VRAP",43.68281,-70.38405
"REM02076","CPORT CREDIT UNION","","285 FOREST AVENUE","PORTLAND","CUMBERLAND",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",05/11/2012,"VRAP",43.66287,-70.27072
"REM02077","BBI WASTE INDUSTRIES","","1 VALLEE DRIVE","OLD ORCHARD BEACH","YORK",9,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/22/2014,"VRAP",43.51989,-70.40843
"REM02078","LATIUM PROPERTY","","135 & 141 LEEMAN HIGHWAY","BATH","SAGADAHOC",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/28/2012,"BROWNFIELDS-128A",43.9091,-69.82589
"REM02078","LATIUM PROPERTY","","135 & 141 LEEMAN HIGHWAY","BATH","SAGADAHOC",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/28/2012,"VRAP",43.9091,-69.82589
"REM02079","CROCKETT PUMP STATION","","57 SMYRNA STREET","HOULTON","AROOSTOOK",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/18/2012,"VRAP",46.13094,-67.84641
"REM02080","NASB SMCC PARCEL","","","BRUNSWICK","CUMBERLAND",11,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",11/10/2011,"VRAP",43.89788,-69.92329
"REM02081","557 WILSON STREET","BREWER PIZZA HUT","557 WILSON STREET","BREWER","PENOBSCOT",2,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/23/2012,"VRAP",44.77941,-68.74177
"REM02082","PORTLAND VALVE CO.","","ONE MADISON STREET","SOUTH PORTLAND","CUMBERLAND",8,"FALSE","INVESTIGATION STAGE","ONGOING",01/23/2012,"RCRA",43.65066,-70.2343
"REM02082","PORTLAND VALVE CO.","","ONE MADISON STREET","SOUTH PORTLAND","CUMBERLAND",8,"FALSE","INVESTIGATION STAGE","ONGOING",01/23/2012,"VRAP",43.65066,-70.2343
"REM02084","SAGOMA PLASTICS","","16 LANDRY STREET","BIDDEFORD","YORK",6,"UNKNOWN","INVESTIGATION STAGE","ONGOING",01/27/2012,"VRAP",43.46484,-70.4856
"REM02085","PRIDE MANUFACTURING","","187 WATER STREET","GUILFORD","PISCATAQUIS",39,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/27/2012,"VRAP",45.17283,-69.34987
"REM02085","PRIDE MANUFACTURING","","187 WATER STREET","GUILFORD","PISCATAQUIS",39,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/27/2012,"BROWNFIELDS-128A",45.17283,-69.34987
"REM02086","LETART CLEANERS","","821 MAIN STREET","WESTBROOK","CUMBERLAND",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/18/2012,"VRAP",43.67662,-70.36447
"REM02093","COUNTRY STORE","","2507 U.S. ROUTE 2","HERMON","PENOBSCOT",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/18/2012,"VRAP",44.80971,-68.9103
"REM02095","WEBSTERS MILL","MOHAWK EUROPA INC WEBSTER RUBBER DIV","10 GREENE STREET","SABATTUS","ANDROSCOGGIN",3,"UNKNOWN","INVESTIGATION STAGE","ONGOING",12/02/2012,"BROWNFIELDS-128A",44.12002,-70.10934
"REM02096","RUFUS PORTER MUSEUM","","121 MAIN STREET","BRIDGTON","CUMBERLAND",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/01/2013,"BROWNFIELDS-128A",44.05432,-70.70767
"REM02096","RUFUS PORTER MUSEUM","","121 MAIN STREET","BRIDGTON","CUMBERLAND",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/01/2013,"VRAP",44.05432,-70.70767
"REM02098","MACDOUGAL SCHOOL PROPERTY","","338 BROADWAY","ROCKLAND","KNOX",5,"FALSE","REMEDIATION STAGE","NEED (AWAITING RESOURCES)",02/29/2012,"BROWNFIELDS-128A",44.11273,-69.11566
"REM02099","ASHLAND CENTRAL SCHOOL","","","ASHLAND","AROOSTOOK",4,"FALSE","INVESTIGATION STAGE","ONGOING",03/02/2012,"BROWNFIELDS-128A",46.62989,-68.40026
"REM02100","TRASK DECROW MACHINERY","TRASK DECROW","95 MAIN STREET","SOUTH PORTLAND","CUMBERLAND",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",05/17/2012,"VRAP",43.63666,-70.28665
"REM02101","ALANS TOWING","","79 WATERVILLE ROAD","BELFAST","WALDO",4,"FALSE","INVESTIGATION STAGE","ONGOING",03/21/2012,"VRAP",44.44099,-69.0419
"REM02102","CENTRAL HALL","","152 EAST MAIN STREET","DOVER-FOXCROFT","PISCATAQUIS",0,"FALSE","REMEDIATION STAGE","ONGOING",11/01/2011,"BROWNFIELDS-104K",45.18368,-69.22494
"REM02102","CENTRAL HALL","","152 EAST MAIN STREET","DOVER-FOXCROFT","PISCATAQUIS",0,"FALSE","REMEDIATION STAGE","ONGOING",11/01/2011,"BROWNFIELDS-128A",45.18368,-69.22494
"REM02103","ADAMS PARK","","MOODY STREET","PORTLAND","CUMBERLAND",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/02/2015,"BROWNFIELDS-104K",43.66612,-70.24464
"REM02103","ADAMS PARK","","MOODY STREET","PORTLAND","CUMBERLAND",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/02/2015,"VRAP",43.66612,-70.24464
"REM02104","ERB JUNKYARD","","42 GLEASON ROAD","PERRY","WASHINGTON",3,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",01/18/2007,"UNCONTROLLED SITES",44.97674,-67.06526
"REM02105","MICHAUD JUNKYARD","","PRESQUE ISLE ROAD","FORT FAIRFIELD","AROOSTOOK",1,"FALSE","TRANSFERRED TO OTHER DIVISION","SOLID WASTE",04/01/2007,"UNCONTROLLED SITES",46.76138,-67.85567
"REM02106","KELLY LUMBER","","43 REALTY ROAD","ASHLAND","AROOSTOOK",7,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",05/16/2012,"VRAP",46.63233,-68.4367
"REM02107","QUODDY BAY LOBSTER","","7 SEA STREET","EASTPORT","WASHINGTON",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/06/2012,"VRAP",44.90225,-66.98485
"REM02108","LOT 1 WCBP","BLUE ROCK INDUSTRIES, WEST CUMBERLAND BUSINESS PARK","77 BLACKSTRAP ROAD","CUMBERLAND","CUMBERLAND",4,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/27/2012,"UNCONTROLLED SITES",43.81149,-70.31958
"REM02108","LOT 1 WCBP","BLUE ROCK INDUSTRIES, WEST CUMBERLAND BUSINESS PARK","77 BLACKSTRAP ROAD","CUMBERLAND","CUMBERLAND",4,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",08/27/2012,"VRAP",43.81149,-70.31958
"REM02109","THE GALLEY","","11 MAIN STREET","DEER ISLE","HANCOCK",0,"FALSE","INVESTIGATION STAGE","ONGOING",04/30/2012,"VRAP",44.22428,-68.6793
"REM02110","76 PIER STREET","PIER STREET HOUSING","76 PIER STREET","BANGOR","PENOBSCOT",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/19/2015,"BROWNFIELDS-128A",44.79875,-68.78393
"REM02110","76 PIER STREET","PIER STREET HOUSING","76 PIER STREET","BANGOR","PENOBSCOT",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/19/2015,"VRAP",44.79875,-68.78393
"REM02111","REUBEN"S MARKET","","97 ELM STREET","MILO","PISCATAQUIS",2,"UNKNOWN","INVESTIGATION STAGE","ONGOING",05/14/2012,"VRAP",45.24509,-68.97613
"REM02112","FIRST PERRY PARCEL","MARINE TRADES CENTER","16 DEEP COVE ROAD","EASTPORT","WASHINGTON",8,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/05/2013,"VRAP",44.90679,-67.01384
"REM02112","FIRST PERRY PARCEL","MARINE TRADES CENTER","16 DEEP COVE ROAD","EASTPORT","WASHINGTON",8,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/05/2013,"BROWNFIELDS-104K",44.90679,-67.01384
"REM02117","FISHERMAN'S CO-OP","","35 THOMPSON INN ROAD","SOUTH BRISTOL","LINCOLN",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/19/2012,"VRAP",43.864,-69.55489
"REM02120","GUDROE JUNKYARD","","456 GARLAND ROAD","DEXTER","PENOBSCOT",2,"FALSE","TRANSFERRED TO OTHER DIVISION","OIL",12/20/2007,"UNCONTROLLED SITES",44.53278,-69.2934
"REM02121","SKIDGELS WAREHOUSE","","28 SKIDGEL LANE","FREEDOM","WALDO",20,"FALSE","INVESTIGATION STAGE","ONGOING",10/02/2008,"UNCONTROLLED SITES",44.53298,-69.29305
"REM02122","SHANNON'S REPAIR]","","42 AIRPORT DRIVE","HOULTON","AROOSTOOK",3,"FALSE","","",,"BROWNFIELDS-104K",46.12929,-67.78234
"REM02123","BRIDGE STREET DUMP","FRASER PAPER BONEYARD","82 BRIDGE AVENUE","MADAWASKA","AROOSTOOK",1,"FALSE","TRANSFERRED TO OTHER DIVISION","SOLID WASTE",10/07/2005,"UNCONTROLLED SITES",47.3569,-68.31923
"REM02125","ABBIE FOWLER SCHOOL","","15 SCHOOL STREET","SANGERVILLE","PISCATAQUIS",1,"FALSE","REMEDY IN PLACE: CLOSED","NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE",06/10/2015,"VRAP",45.16567,-69.35898
"REM02125","ABBIE FOWLER SCHOOL","","15 SCHOOL STREET","SANGERVILLE","PISCATAQUIS",1,"FALSE","REMEDY IN PLACE: CLOSED","NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE",06/10/2015,"BROWNFIELDS-104K",45.16567,-69.35898
"REM02126","R AND R SALVAGE","","COMMON ROAD","DRESDEN","LINCOLN",6,"FALSE","","",,"UNCONTROLLED SITES",44.10498,-69.74607
"REM02127","WORCESTER ASSOCIATES LANDFILL","","LONG POND ROAD","SOUTHWEST HARBOR","HANCOCK",50,"FALSE","INVESTIGATION STAGE","ONGOING",02/26/2016,"UNCONTROLLED SITES",44.29231,-68.34805
"REM02128","ST. ANTHONY'S RECTORY","","295 BROWN STREET","WESTBROOK","CUMBERLAND",1,"FALSE","INVESTIGATION STAGE","ONGOING",12/23/2011,"BROWNFIELDS-128A",43.68021,-70.36567
"REM02129","COLUMBIA MILL","","MILL STREET","LEWISTON","ANDROSCOGGIN",1,"FALSE","INVESTIGATION STAGE","ONGOING",02/06/2012,"BROWNFIELDS-104K",44.09794,-70.22071
"REM02130","COWAN MILL","","3 MILL STREET","LEWISTON","ANDROSCOGGIN",0,"FALSE","INVESTIGATION STAGE","ONGOING",12/06/2010,"BROWNFIELDS-104K",44.0987,-70.22115
"REM02131","PETTINGILL SCHOOL","","411 COLLEGE STREET","LEWISTON","ANDROSCOGGIN",2,"FALSE","INVESTIGATION STAGE","ONGOING",09/21/2011,"BROWNFIELDS-104K",44.11187,-70.19988
"REM02132","DW MERRITT SCHOOL","","518 INDIAN RIVER ROAD","ADDISON","WASHINGTON",1,"FALSE","COMPLAINT INVESTIGATED","UNSUBSTANTIATED",01/07/2004,"UNCONTROLLED SITES",44.62114,-67.69961
"REM02133","NORMANTUS PROPERTY","","NORMANTUS LANE","BALDWIN","CUMBERLAND",14,"FALSE","TRANSFERRED TO OTHER DIVISION","SOLID WASTE",03/11/2005,"UNCONTROLLED SITES",43.84639,-70.78791
"REM02135","HILLCREST DRIVE DUMP","","HILLCREST DRIVE","WINTER HARBOR","HANCOCK",1,"FALSE","INVESTIGATION STAGE","ONGOING",02/28/2001,"UNCONTROLLED SITES",44.39946,-68.07918
"REM02135","HILLCREST DRIVE DUMP","","HILLCREST DRIVE","WINTER HARBOR","HANCOCK",1,"FALSE","INVESTIGATION STAGE","ONGOING",02/28/2001,"LANDFILL CLOSURE",44.39946,-68.07918
"REM02137","WHITING STORE","","139 U.S. ROUTE 1","WHITING","WASHINGTON",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/03/2012,"VRAP",44.79133,-67.17406
"REM02138","MDOT MAINTENANCE LOT","","48 OLD COUNTY ROAD","PEMBROKE","WASHINGTON",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/27/2014,"VRAP",44.94774,-67.18118
"REM02138","MDOT MAINTENANCE LOT","","48 OLD COUNTY ROAD","PEMBROKE","WASHINGTON",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/27/2014,"BROWNFIELDS-104K",44.94774,-67.18118
"REM02140","449 SABATTUS STREET","","449 SABATTUS STREET","LEWISTON","ANDROSCOGGIN",2,"FALSE","INVESTIGATION STAGE","ONGOING",05/20/2011,"BROWNFIELDS-104K",44.10073,-70.1927
"REM02141","445 SABATTUS STREET","FORMER SUNOCO","445 SABATTUS STREET","LEWISTON","ANDROSCOGGIN",0,"FALSE","INVESTIGATION STAGE","ONGOING",08/15/2016,"BROWNFIELDS-104K",44.10095,-70.1935
"REM02143","MUNICIPAL PARKING LOT","","BETWEEN WILLIAM CLARK DRIVE & MAIN STREET","WESTBROOK","CUMBERLAND",3,"FALSE","INVESTIGATION STAGE","ONGOING",08/22/2008,"BROWNFIELDS-104K",43.67621,-70.36782
"REM02144","COURT PLACE","","COURT STREET & 32 WINTHROP STREET33","AUGUSTA","KENNEBEC",2,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",09/17/2014,"VRAP",44.31417,-69.7764
"REM02145","FPL SITE","","LACONIA AND YORK STREETS","BIDDEFORD","YORK",0,"FALSE","REMEDIATION STAGE","ONGOING",06/02/2016,"BROWNFIELDS-128A",43.49431,-70.45276
"REM02145","FPL SITE","","LACONIA AND YORK STREETS","BIDDEFORD","YORK",0,"FALSE","REMEDIATION STAGE","ONGOING",06/02/2016,"VRAP",43.49431,-70.45276
"REM02145","FPL SITE","","LACONIA AND YORK STREETS","BIDDEFORD","YORK",0,"FALSE","REMEDIATION STAGE","ONGOING",06/02/2016,"BROWNFIELDS-104K",43.49431,-70.45276
"REM02146","CALDWELL PROPERTY","","25 MAIN STREET","MARS HILL","AROOSTOOK",0,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/21/2012,"VRAP",46.51303,-67.86688
"REM02151","CMP DAM","CMP DAM PROPERTY","MILL LANE","BELFAST","WALDO",19,"FALSE","INVESTIGATION STAGE","ONGOING",06/27/2012,"BROWNFIELDS-104K",44.44137,-68.99812
"REM02152","BELFAST BOATYARD (39 AND 41 FRONT ST)","BELFAST BOATYARD","39 AND 41 FRONT ST","BELFAST","WALDO",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/09/2012,"VRAP",44.42886,-69.00616
"REM02152","BELFAST BOATYARD (39 AND 41 FRONT ST)","BELFAST BOATYARD","39 AND 41 FRONT ST","BELFAST","WALDO",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",10/09/2012,"BROWNFIELDS-104K",44.42886,-69.00616
"REM02159","WISCASSET RACEWAY","","275 WEST ALNA ROAD","WISCASSET","LINCOLN",36,"FALSE","COMPLAINT INVESTIGATED","REVEIWING PRELIMINARY SITE INFORMATION",06/27/2012,"UNCONTROLLED SITES",44.03888,-69.65895
"REM02160","TRNC","","15-19 INDUSTRIAL PLAZA DRIVE","BREWER","PENOBSCOT",6,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",11/02/2012,"VRAP",44.78074,-68.76305
"REM02161","HILLIARD JUNKYARD","","85 FOYE ROAD","MANCHESTER","KENNEBEC",0,"FALSE","COMPLAINT INVESTIGATED","REVEIWING PRELIMINARY SITE INFORMATION",05/29/2012,"UNCONTROLLED SITES",44.31627,-69.83058
"REM02163","ABBOTT MILL","","20 CHURCH STREET","DEXTER","PENOBSCOT",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/26/2013,"BROWNFIELDS-128A",45.02584,-69.28935
"REM02163","ABBOTT MILL","","20 CHURCH STREET","DEXTER","PENOBSCOT",3,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/26/2013,"VRAP",45.02584,-69.28935
"REM02164","C AND Y DISTRIBUTORS","","189-235 PRESUMPSCOT STREET","PORTLAND","CUMBERLAND",6,"UNKNOWN","INVESTIGATION STAGE","ONGOING",09/06/2012,"VRAP",43.69012,-70.25836
"REM02165","CN BROWN PROPERTY","","26 NORTH MAIN STREET","ANSON","SOMERSET",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/26/2013,"BROWNFIELDS-128A",44.85538,-69.89728
"REM02165","CN BROWN PROPERTY","","26 NORTH MAIN STREET","ANSON","SOMERSET",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/26/2013,"VRAP",44.85538,-69.89728
"REM02167","MILLS ROAD DUMP","","MILLS ROAD","NEWCASTLE","LINCOLN",5,"FALSE","INVESTIGATION STAGE","ONGOING",02/20/2013,"BROWNFIELDS-128A",44.04895,-69.5284
"REM02170","HUNTING DEARBORN","","6 DEARBORN DRIVE","FRYEBURG","OXFORD",49,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/07/2013,"VRAP",44.01124,-70.96137
"REM02171","ISLAND POINT OIL DISCHARGE","","MILL PARK","LEWISTON","ANDROSCOGGIN",0,"FALSE","","",,"UNCONTROLLED SITES",44.09832,-70.22107
"REM02172","FAIRFIELD CENTER CCI","","","FAIRFIELD","SOMERSET",0,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",03/01/2000,"UNCONTROLLED SITES",44.61144,-69.66563
"REM02173","BELFAST BOATYARD (38 WATERVILLE ROAD)","","38 WATERVILLE ROAD","BELFAST","WALDO",24,"FALSE","INVESTIGATION STAGE","ONGOING",09/12/2012,"VRAP",44.43933,-69.03573
"REM02174","BELFAST HARBOR WALK","","FRONT STREET","BELFAST","WALDO",1,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",11/09/2015,"VRAP",44.42879,-69.00697
"REM02175","SAPPI LFH","","MAIN STREET & DEPOT STREET","WINDHAM","CUMBERLAND",9,"FALSE","INVESTIGATION STAGE","ONGOING",10/12/2012,"VRAP",43.7337,-70.42301
"REM02176","FORTIN AND JEWETT","","175 MAIN STREET","BUCKSPORT","HANCOCK",0,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/12/2013,"VRAP",44.57423,-68.79938
"REM02177","ROCKWALL GARDENS","","","GUILFORD","PISCATAQUIS",0,"FALSE","INVESTIGATION STAGE","ONGOING",09/29/2012,"BROWNFIELDS-128A",45.18085,-69.28406
"REM02179","MERC","","3 LINCOLN STREET","BIDDEFORD","YORK",8,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/06/2015,"VRAP",43.4962,-70.45349
"REM02180","TREMOLO HOLDINGS","","342 MAIN STREET","LOVELL","OXFORD",2,"FALSE","INVESTIGATION STAGE","NEED (AWAITING RESOURCES)",11/20/2012,"VRAP",44.13574,-70.88847
"REM02181","MONSON CENTER","","35 GREENVILLE ROAD","MONSON","PISCATAQUIS",15,"FALSE","INVESTIGATION STAGE","ONGOING",11/02/2012,"BROWNFIELDS-128A",45.28855,-69.50218
"REM02182","POACHERS PARADISE","","ROUTE 4 / MAIN STREET","MADRID TWP","FRANKLIN",2,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/03/2013,"BROWNFIELDS-128A",44.864,-70.46106
"REM02182","POACHERS PARADISE","","ROUTE 4 / MAIN STREET","MADRID TWP","FRANKLIN",2,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",07/03/2013,"VRAP",44.864,-70.46106
"REM02184","SPROWL BROS.","","22 MAIN STREET","SEARSMONT","WALDO",30,"UNKNOWN","INVESTIGATION STAGE","ONGOING",12/28/2012,"VRAP",44.36265,-69.19244
"REM02185","FORMER MAINE GENERAL MEDICAL CENTER","","EAST CHESTNUT AND ARSENAL STREETS","AUGUSTA","KENNEBEC",19,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",12/22/2014,"VRAP",44.31291,-69.76857
"REM02186","RITE AID","","311-315 MAIN STREET","LEWISTON","ANDROSCOGGIN",1,"UNKNOWN","INVESTIGATION STAGE","ONGOING",01/15/2013,"VRAP",44.10113,-70.21359
"REM02187","MPS DISTRICT OFFICE","","21 ALDRICH DRIVE","CARIBOU","AROOSTOOK",2,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",04/22/2013,"VRAP",46.87431,-67.99563
"REM02188","MILLS MARKET","","25 SOUTH MAIN STREET","ANDOVER","OXFORD",6,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",02/04/2013,"VRAP",44.63476,-70.75011
"REM02189","GETTY STATION","","210 CIVIC CENTER DRIVE","AUGUSTA","KENNEBEC",1,"UNKNOWN","INVESTIGATION STAGE","ONGOING",01/30/2013,"VRAP",44.34412,-69.79393
"REM02190","OLIVER STORES, INC.","","548 WILTON ROAD","FARMINGTON","FRANKLIN",7,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/06/2014,"VRAP",44.63275,-70.15305
"REM02191","OLIVER STORES, INC.","","21 FREEDOM PARKWAY","HERMON","PENOBSCOT",3,"FALSE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/26/2013,"VRAP",44.79485,-68.84567
"REM02192","OLIVER STORES, INC. 2","","1671 HAMMOND STREET","HERMON","PENOBSCOT",1,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/26/2013,"VRAP",44.79423,-68.84547
"REM02193","OLIVER STORES, INC.","","437 LEWISTON ROAD","NEW GLOUCESTER","CUMBERLAND",8,"TRUE","REMEDY IN PLACE: CLOSED","UNDERTAKING POST-CLOSURE OBLIGATIONS",06/06/2014,"VRAP",43.9517,-70.30202
